id,split,prompt_style,category,business_function,task_family,template_source,prompt,gold_tier,label_status,reasoning_depth,risk,context_load,tools_or_attachments_implied,governance
"biz-0122","test","business","data_spreadsheets","finance","data_analysis","v1","Design a driver-based annual budget model for Brightline Energy, including assumptions, formulas, scenario toggles, and checks that catch broken links.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0123","test","business","business_strategy","executive_strategy","strategy_planning","new","Evaluate three supplied expansion markets for Harbor & Finch using the attached unit economics, and recommend a sequencing with leading indicators and stop conditions.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0124","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a finance manager evaluating telehealth portal, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0125","test","business","market_competitive_research","research_insights","research_analysis","v1","Assess the competitive landscape for expense-management service in the UK and Ireland. Segment competitors by business model and buyer, distinguish sourced facts from inference, and identify evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0126","test","business","sales_customer_support","customer_support","customer_revenue_work","new","A key customer claims a verbal promise of a capability we do not sell. Reconstruct what was likely said across the account history and recommend a response that preserves the relationship without conceding the obligation.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0127","test","business","classification_extraction","operations","classification_extraction","new","Extract the tax id from each of these 20 short records into a single CSV.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0128","test","business","software_engineering","engineering","software_delivery","new","Design a zero-downtime migration of the ingestion pipeline to a new managed service without losing ordering guarantees.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0129","test","business","presentations","general_administration","presentation_creation","v1","Build a workshop deck for regional managers introducing a new operating model. Include exercises, facilitator notes, likely objections, and a concrete close.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0130","test","business","marketing_content","marketing","content_creation","new","Build a 40-month launch plan for regional managers covering channels, owners, and review points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0131","test","business","data_spreadsheets","finance","data_analysis","new","Build a driver-based budget model for Beacon Learning with assumptions, scenario toggles, and integrity checks that catch broken links and circular references.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0132","test","business","marketing_content","marketing","content_creation","new","Draft a 12-word support macro about the product launch.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0133","test","business","it_security_admin","it_security","systems_security","v1","Develop a recovery plan for a regional cloud failure combined with corrupted backups and uncertain replication state. Prioritize data integrity over superficial availability.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0134","development","business","classification_extraction","finance","classification_extraction","v1","Tag these expenses using the supplied chart of accounts and flag entries with insufficient descriptions.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0135","test","business","presentations","sales","presentation_creation","v1","Restructure this 24-slide product presentation into a persuasive 10-slide story for prospective customers, preserving evidence and removing redundant claims.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0136","test","business","email_communication","finance","communication_drafting","v1","Rewrite this email to be direct but diplomatic, keeping it under 120 words: “Hi team, just reminding everyone that expense reports need to be submitted by Friday. Late reports delay the close.”","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0137","development","business","product_design","product","product_definition","v1","Turn these feature notes into five user stories with acceptance criteria.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0138","test","business","presentations","legal_compliance","presentation_creation","v1","Create an executive presentation that explains a complex restructuring across four business units. Balance financial necessity, employee impact, operational dependencies, and legal uncertainty without false precision.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0139","test","business","classification_extraction","operations","classification_extraction","new","Normalize these 25 survey responses into the supplied CRM schema, using null when a field is missing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0140","development","business","market_competitive_research","research_insights","research_analysis","new","Determine whether an apparent new category is durable or merely a feature bundle, integrating product architecture, buyer behavior, unit economics, and competitor incentives.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0141","test","business","marketing_content","marketing","content_creation","new","Adapt the approved case study for a skeptical CFO and prospective customers without changing the facts.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0142","test","business","presentations","executive_strategy","presentation_creation","v1","Develop three alternative presentation narratives for a board decision on entering Australia and New Zealand: growth-led, risk-led, and option-value-led.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0143","test","business","classification_extraction","operations","classification_extraction","new","Classify each of these 15 job applicants into the three categories supplied, and return one label per row.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0144","test","business","documents_summaries","sales","document_synthesis","new","Summarize this meeting summary in three bullets for prospective customers.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0145","test","business","people_finance_legal_ops","finance","corporate_operations","v1","Analyze monthly close delays across Finance, Procurement, and regional teams. Identify process bottlenecks and propose controls without adding unnecessary approvals.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0146","test","business","classification_extraction","finance","classification_extraction","new","Classify each of these 50 invoices into the three categories supplied, and return one label per row.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0147","test","business","documents_summaries","executive_strategy","document_synthesis","new","Summarize this board memo into a decision memo covering scope, fees, assumptions, exclusions, and open questions.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0148","test","business","classification_extraction","operations","classification_extraction","new","Extract the tax id from each of these 15 short records into a single CSV.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0149","test","business","email_communication","finance","communication_drafting","v1","Rewrite this email to be friendly and action-oriented, keeping it under 120 words: “Hi team, just reminding everyone that expense reports need to be submitted by Friday. Late reports delay the close.”","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0150","test","business","meetings_collaboration","executive_strategy","meeting_synthesis","new","Synthesize six months of board meetings into recurring unresolved decisions and commitments that were never closed, citing speaker and date.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0151","development","business","software_engineering","engineering","software_delivery","v1","Trace a production data-corruption bug across a distributed React and Node.js system using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0152","test","business","email_communication","sales","communication_drafting","v1","Write three subject-line options for an email inviting the board to a 30-minute product demo.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0153","test","business","data_spreadsheets","finance","data_analysis","new","Reconcile results across ERP exports, board packs, and regional spreadsheets that use different currencies, calendars, and recognition rules, and produce an auditable bridge with every adjustment explained.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0154","test","business","sales_customer_support","sales","customer_revenue_work","new","Create a discovery-call question set for a regional sales lead evaluating inventory planning platform, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":true}"
"biz-0155","test","business","product_design","product","product_definition","new","Rewrite the labels on these dialogs so each is clear and consistent in under eight words.","T0","synthetic_prior","low","low","small","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0156","test","business","email_communication","general_administration","communication_drafting","v1","Create a four-email re-engagement sequence for dormant logistics leads. Each email should have a distinct purpose, avoid fake urgency, and build on the previous one.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0157","test","business","marketing_content","marketing","content_creation","v1","Write five concise LinkedIn captions announcing a webinar for telehealth portal. Avoid emojis and exaggerated claims.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0158","test","business","marketing_content","marketing","content_creation","new","Adapt the approved product announcement for prospective customers and regional managers without changing the facts.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0159","development","business","people_finance_legal_ops","finance","corporate_operations","new","Assess whether to recognize revenue on a complex multi-year contract with variable consideration, implementation obligations, and side letters. Present the competing interpretations and the evidence each one requires.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0160","test","business","software_engineering","engineering","software_delivery","new","Add a docstring and one usage example to the SQL function below.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0161","test","business","email_communication","general_administration","communication_drafting","v1","Create a four-email re-engagement sequence for dormant healthcare operations leads. Each email should have a distinct purpose, avoid fake urgency, and build on the previous one.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0162","test","business","marketing_content","marketing","content_creation","new","Build a 30-month launch plan for enterprise buyers covering channels, owners, and review points.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0163","development","business","classification_extraction","customer_support","classification_extraction","v1","Categorize each of these 25 survey comments as product, pricing, support, onboarding, or other. Return CSV with one label per comment.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0164","test","business","market_competitive_research","research_insights","research_analysis","v1","Build a lightweight market-sizing worksheet from the supplied customer counts and spending assumptions, showing low, base, and high cases.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0165","test","business","people_finance_legal_ops","legal_compliance","corporate_operations","v1","Turn this new procurement policy into an implementation plan covering communications, training, system changes, controls, and adoption measures.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0166","test","business","documents_summaries","general_administration","document_synthesis","new","Turn these 25 bullets into a numbered checklist, keeping the original order.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0167","test","business","business_strategy","executive_strategy","strategy_planning","new","Evaluate three supplied expansion markets for Clearwater Financial using the attached unit economics, and recommend a sequencing with leading indicators and stop conditions.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0168","test","business","software_engineering","engineering","software_delivery","new","Trace a production data-corruption bug across the reporting API using partial logs, retries, asynchronous consumers, and a recent schema migration. Identify the most plausible causal chain and a safe recovery plan.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0169","development","business","sales_customer_support","customer_support","customer_revenue_work","new","Create a negotiation plan for a renewal where usage grew 40%, the customer wants flat pricing, and a competitor has offered a migration credit.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0170","test","business","documents_summaries","executive_strategy","document_synthesis","new","Summarize this board memo into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0171","test","business","marketing_content","marketing","content_creation","new","Draft a 40-word newsletter about the system maintenance.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0172","test","business","data_spreadsheets","analytics","data_analysis","new","Build a driver-based forecast model for Aperture Labs with assumptions, scenario toggles, and integrity checks that catch broken links.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0173","test","business","documents_summaries","executive_strategy","document_synthesis","v1","Turn a 35-page technical report into a two-page executive brief for the executive team, preserving uncertainty and the limits of the analysis.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0174","test","business","presentations","people_hr","presentation_creation","v1","Create a customer-training deck outline for learning-management platform, including setup, core workflow, common mistakes, and support resources.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""APAC"",""vendor_allowlist_required"":false}"
"biz-0175","test","business","business_strategy","executive_strategy","strategy_planning","new","Advise whether Cedar Health should build, buy, or partner for incident response, weighing control, speed, integration risk, and the scenario in which each choice fails.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0176","test","business","classification_extraction","operations","classification_extraction","new","Normalize these 25 leads into the supplied CRM schema, using null when a field is missing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0177","test","business","software_engineering","engineering","software_delivery","new","Design a zero-downtime migration of the identity service to a sharded setup without losing ordering guarantees.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0178","test","business","software_engineering","engineering","software_delivery","v1","Review this pull request for correctness, security, performance, and maintainability. Rank findings and avoid style-only comments.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0179","test","business","sales_customer_support","sales","customer_revenue_work","v1","Create a discovery-call question set for an operations director evaluating procurement marketplace, organized by workflow, impact, decision process, and timing.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""low"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0180","development","business","software_engineering","engineering","software_delivery","new","Refactor the billing module into testable components without changing public behavior, with an incremental migration plan.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0181","development","business","people_finance_legal_ops","finance","corporate_operations","new","Assess whether to recognize revenue on a usage-based contract with variable consideration and side letters, presenting the competing interpretations and the evidence each requires.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0182","test","business","documents_summaries","legal_compliance","document_synthesis","new","Reconcile the audit findings, the market report, and the board minutes into an obligation matrix with conflicts, jurisdictional caveats, and questions for counsel.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0183","development","business","business_strategy","executive_strategy","strategy_planning","new","Assess whether to wind down a declining product line whose customers depend on it for a regulated workflow. Use the supplied churn, support, and contractual data to model the financial, legal, and reputational consequences, and recommend a staged plan with decision gates.","T3","synthetic_prior","high","high","large_or_complex","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0184","test","business","market_competitive_research","research_insights","research_analysis","v1","Analyze how a major regulatory change could reshape the competitive structure of specialty retail over five years. Model second-order effects, strategic responses, and alternative scenarios.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""high"",""regulated_domain"":false,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":true}"
"biz-0185","test","business","presentations","general_administration","presentation_creation","v1","Build a workshop deck for a skeptical CFO introducing a new operating model. Include exercises, facilitator notes, likely objections, and a concrete close.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0186","test","business","market_competitive_research","research_insights","research_analysis","v1","Assess the competitive landscape for procurement marketplace in the US Midwest. Segment competitors by business model and buyer, distinguish sourced facts from inference, and identify evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0187","test","business","market_competitive_research","research_insights","research_analysis","new","Assess the competitive landscape for employee scheduling app in the US Midwest, segmenting competitors by business model and buyer, distinguishing sourced facts from inference, and naming the evidence gaps.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0188","test","business","product_design","product","product_definition","new","Create a 30-item QA checklist for the password reset flow.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0189","test","business","sales_customer_support","customer_support","customer_revenue_work","v1","Draft a polite response telling a customer where to find their invoice and how to update the billing contact.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":false}"
"biz-0190","test","business","market_competitive_research","research_insights","research_analysis","new","Analyze how a major regulatory change could reshape the competitive structure of B2B software over five years, modeling second-order effects, strategic responses, and alternative scenarios.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0191","test","business","data_spreadsheets","finance","data_analysis","new","Write a TypeScript formula that flags a row when net revenue retention falls below the target in column D.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""high"",""regulated_domain"":true,""cloud_processing_allowed"":""policy_check_required"",""data_residency_requirement"":""EU"",""vendor_allowlist_required"":true}"
"biz-0192","test","business","email_communication","sales","communication_drafting","v1","Write three subject-line options for an email inviting enterprise buyers to a 30-minute product demo.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""moderate"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0193","test","business","documents_summaries","general_administration","document_synthesis","new","Summarize this security questionnaire into scope, fees, assumptions, exclusions, timeline, and the questions we still need to ask.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","false","{""data_sensitivity"":""moderate"",""regulated_domain"":true,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":true}"
"biz-0194","test","business","business_strategy","executive_strategy","strategy_planning","new","Reconcile two business units that report on-time delivery differently and both claim the higher figure. Determine the defensible number and the control that prevents recurrence.","T3","synthetic_prior","high","high","large_or_complex","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""US"",""vendor_allowlist_required"":false}"
"biz-0195","test","business","marketing_content","marketing","content_creation","new","Write a launch FAQ for telehealth portal using the supplied positioning, proof points, and prohibited claims.","T1","synthetic_prior","low_to_moderate","low_to_medium","small_to_medium","true","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0196","test","business","business_strategy","executive_strategy","strategy_planning","v1","Develop three strategic options for entering Australia and New Zealand, with required capabilities, leading indicators, reversibility, and explicit kill criteria.","T2","synthetic_prior","moderate_to_high","medium","medium_to_large","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
"biz-0197","test","business","marketing_content","marketing","content_creation","v1","Write five concise LinkedIn captions announcing a webinar for warehouse analytics product. Avoid emojis and exaggerated claims.","T0","synthetic_prior","low","low","small","false","{""data_sensitivity"":""low"",""regulated_domain"":false,""cloud_processing_allowed"":""yes"",""data_residency_requirement"":""unspecified"",""vendor_allowlist_required"":false}"
